content,tags,place
"⛰⛰⛰2023.11.08 팔영산🥾사실 평소에 바다앞 산보다 내륙의 산을 조금 더 선호 하는 편이다(이래놓고 산은 다 좋아 할거면서😏)뻥 뚫린 시야에서 웅장한 산그리메가 엄마손 파이처럼 겹겹이 계속 펼쳐지는 모습은 항상 고요하기만 한 내 심장 주파수를 한순간에 끌어 올리기 때문이다⚡️항상 1주전, 최소 전날에는 이것저것 찾아보고 알아가며 준비하는 성향인데, 이 날은 그때의 상황때문에 거의 아무런 지식없이 근처에 있는 팔영산을 갑작스럽게 오르게 되었다😳아무것도 모르니 한걸음, 한고개, 한봉우리를 넘을때마다 내가 산을 대하는 자세는 평소와 너무 달랐고, 그러한 낯설지만 왠지 기분 나쁘지 않은 신선함들은 내몸 이곳저곳에 잠들어있던 세포를 깨우기에 넘치도록 충분한 자극이었다😜(계속 헤헤 거리고 다님😅)100% 쾌청한 날씨는 아니였으나 저 멀리 보이는 다도해의 물결과 그 밑으로 오름처럼 생긴 작은 봉우리들의 물결이 ""나는 바다야!"" ""나는 산이야!"" 따로 구분 할 필요가 없이 한데 어우러져 마치 자연그리메 같은 모습이었고🌈사실 허락된 시간이 별로 없었기에 최고봉인 깃대봉만 보고 후다닥 내려가려 했으나? 정상능선을 도착하고는 마음이 바로 바뀌었다✌️'아쉽다x999999' 속으로 외치고 있을때 친구도 같은 마음이었기에 깃대봉을 지나 적취봉,칠성봉,두류봉까지 천천히 느끼고 신나게 구경하였고, 그곳에서 아쉽지만 차량회수때문에 나머지 봉우리를 뒤로 한채 원점회귀를 할수밖에 없었다🥹이번 한주는 돌이켜보면 왠지 나에게 뜻하지 않은 행보, 뜻하지 않은 만남 등등의 평소 준비하고 예상하는 성향에 경우의수에서 계속 벗어난 한주이지 않았나 싶다😯순간 당황 멈칫은 하였으나 그냥 흘러가는데로 마주하는데로 맡기는 것 또한 즐겁고 행복하다는걸 느꼈던 한주😌이번주는 또 어떤 즐거운일이 나에게 벌어질지, 또 어떤 좋은분들을 만나게 될지 벌써부터 기대가 된다✨그럼 이번 한주도 모두 힘힘! 으쌰🤟.....#팔영산 #다도해해상국립공원 #등산일기","['#팔영산', '#다도해해상국립공원', '#등산일기']",팔영산
#감성여행 ❤편하게 온 목포에서 만난 대형 트리 !!! 🤩6m넘는 트리가 압도적이더라구요 ㅎㅎ그리고 트리 뿐 아니라 뷰 맛집이라 더 좋은것 같아요 ! 건축상까지 받은 곳이라 그런지 내부도 음료도 좋았어요 ㅎㅎㅎ핫플에서 흐믓하게 일몰까지 즐기기 !!! 카페에서 그렇게 오래 있어본적이 있었나 할 정도로 있었던 ㅎㅎㅎㅎ오후 늦게 가면 일몰 빛이랑 어두울때 같이 찍을 수 있어서 추천이요 🥰.❤#목포 #석산 @suksan_official 전남 목포시 고하대로 588⏰10:00-22:00(주말 23:00까지)...with. @kimvo97 🎄#목포여행 #목포가볼만한곳 #목포카페 #크리스마스트리 #크리스마스장식 #바다뷰카페,"['#감성여행', '#목포', '#석산', '#목포여행', '#목포가볼만한곳', '#목포카페', '#크리스마스트리', '#크리스마스장식', '#바다뷰카페']",
"따라가기만하면 되는 구례여행 갓.벽.코.스 🙈🖤언제가도 좋은 전남 구례여행, 여느 지역보다 더 힐링되는 곳!저장해두시고 구례여행 때 꼭 참고해보세요 🫡 #제작지원1️⃣~3️⃣ 섬진강 재첩국수명불허전 구례 맛집, 재첩 가득한 국수에 매콤한 전병까지 곁들이면 천국,, 2층에서 먹으면 섬진강뷰가 정말 좋아요! 볕이 잘 들어 따뜻하게 먹을 수 있답니다 🩶 +주말엔 웨이팅 있을 수 있어요!- 전남 구례군 토지면 섬진강대로 4276- 09:00 ~ 19:00 / 목휴무4️⃣5️⃣ 바꿈살이구례에 이런 감성이,? 바다 건너 온 다양한 소품들이 가득가득, 지갑 사수 잘 해야하는 이색 소품샵입니다 🙈 우체국을 개조한 외관 또한 포토스팟으로 딱이예요 !- 전남 구례군 문척면 수달생태로 268-7 - 12:00 ~ 17:00 / 화휴무6️⃣7️⃣ 카페 안음안음이라는 작은 마을에 위치한 조용한 카페, 고양이들이 뛰어노는 모습을 보며 차와 커피를 즐길 수 있어요! 날이 좋으면 정원 테라스를 이용해도 너무 예쁠듯한 곳 💫 +바스크치케 맛집,,!!- 전남 구례군 간전면 안음길 35 1층- 11:00 ~ 18:00 / 화휴무8️⃣~🔟 섬진강 어류생태관기대없이 갔다가 푹 빠져나온 곳, 왕큰 수조&체계적인 관람코스!섬진강에 살고 있는 어류를 세세히 알 수 있어요 🐟 아가들이 정말 좋아하는 곳 😉 물고기 밥주기 체험 + 보기 힘든 귀여운 수달체험까지 할 수 있는 곳이랍니다 !- 전남 구례군 간전면 간전중앙로 47- 09:00 ~ 18:00 / 월휴무 *위 네 곳은 차로 10-20분 거리랍니다 🖤✔️그 외 구례 가 볼만한 곳쌍산재, 천은사, 무우루, 지리산치즈랜드, 섬진강대숲길, 가마솥소머리국밥, 목월빵집, 삼성궁(하동)올 겨울엔 힐링되는 구례 여행 어떠세요 😳💛💛--",['#제작지원1️⃣~3️⃣'],구례
"潭陽昌平クッパ通りで心温まるクッパを♨️1919年、昌平伝統市場の開設とともに100年の歴史を持つ場所で潭陽の代表的な料理となったチャンピョンクッパが誕生しました！チャンピョンクッパはじっくり煮込んだ豚ベースの出汁とスンデの組み合わせが美味なんです✨#창평국밥거리 📍 ２５２−５ Changpyeong-ri, Changpyeong-myeon, Damyang, Jeollanam-do#남도관광 #담양여행 #담양 #국밥 #전라남도맛집#전라도맛집 #전라도포토존#전라도여행코스#전라도여행지#국내힐링여행 #전남관광 #전남여행 #全羅南道 #韓国旅行 #韓国 #長城 #韓国旅 #jeollanamdo #korea #koreatravel #koreatrip","['#창평국밥거리', '#남도관광', '#담양여행', '#담양', '#국밥', '#전라남도맛집', '#전라도맛집', '#전라도포토존', '#전라도여행코스', '#전라도여행지', '#국내힐링여행', '#전남관광', '#전남여행', '#全羅南道', '#韓国旅行', '#韓国', '#長城', '#韓国旅', '#jeollanamdo', '#korea', '#koreatravel', '#koreatrip']",
칙칙폭폭! 🚂잠시 후 '찾아가는 곡성전통시장 홍보기차'가 🧡'섬진강기차마을'🧡으로 찾아옵니다! 25일 섬진강기차마을에서는 이벤트를 진행합니다 🎉참여하시는 분들께 전통시장 할인쿠폰을 지급할 예정이니 많은 관심 부탁드려요 📢✅ 토요일 10시~15시 섬진강기차마을에서 만나요 🥰#찾아가는곡성전통시장홍보기차 #곡성 #곡성기차마을 #섬진강기차마을 #곡성기차마을전통시장 #찾아가는홍보기차 #홍보차량 #전통시장 #이벤트 #이벤트행사 #현장이벤트 #곡성가볼만한곳 #곡성여행 #전남여행 #곡성기차마을전통시장상인회 #곡성기차마을시장문화관광형시장육성사업,"['#찾아가는곡성전통시장홍보기차', '#곡성', '#곡성기차마을', '#섬진강기차마을', '#곡성기차마을전통시장', '#찾아가는홍보기차', '#홍보차량', '#전통시장', '#이벤트', '#이벤트행사', '#현장이벤트', '#곡성가볼만한곳', '#곡성여행', '#전남여행', '#곡성기차마을전통시장상인회', '#곡성기차마을시장문화관광형시장육성사업']",
".꿈과 希望을가슴에품고언제나 떠날수있는自由로운 영혼카메라에 人生을 담고 떠나는 안나푸르나입니다.‐--------------------------------------☀️🌍🌐⛅️☃️🏞🚗⛈️✈️⏰️☔️📸@kto9suk9suk @visitkorea_travel-----‐--------------------‐------------📍보성 녹차밭: 전라남도 보성군 보성읍 봉산리 1288-1🚘주차 : 무료⏰️입장시간 : 9시~17시💳입장료 :  4,000원...가을 11월되면 너무나도 생각나는곳.지난날 담은 보성 대한다업 녹차밭입니다.11월 중순쯤되면 안개가 자주 발생하는데일기예보 확인후멀리에서 달려왔는데안개에 빛내림까지 만난 참 운좋은 날이였습니다.지금은 오전9시 입장 시간이라서 일출을 담을수가 없는게 너무 안타깝습니다....참 좋은 가을날Beautiful Day,Beautiful Life....#전라남도 #보성#보성군#보성녹차밭#보성여행#보성핫플#보성가볼만한곳#전남여행#캐논코리아#가을로물든프레임#캐논이미지스토밍#사진에미치다#오빠랑여행갈래#풍경스타그램#여행스타그램#대한민국구석구석#풍경사진#canonkorea#korealandscape#eosR5#rf1535mm","['#전라남도', '#보성', '#보성군', '#보성녹차밭', '#보성여행', '#보성핫플', '#보성가볼만한곳', '#전남여행', '#캐논코리아', '#가을로물든프레임', '#캐논이미지스토밍', '#사진에미치다', '#오빠랑여행갈래', '#풍경스타그램', '#여행스타그램', '#대한민국구석구석', '#풍경사진', '#canonkorea', '#korealandscape', '#eosR5', '#rf1535mm']",보성 대한다원 녹차밭
"겨울에도 초록초록한 한국의 마추픽추🌿#광고 @greenboseong x @zzang_hui전라남도에서 꼽는 저의 최애명소 중 하나이곳은 보성의 대한다원 녹차밭이에요🕊️마치 마추픽추에 있는듯한 이 압도적인 웅장함이란,,겨울에는 이렇게 푸릇푸릇한 곳이 귀하단 말이죠11월의 녹차밭은 확실히 매력적인 곳이었어요일단 확실히 남도의 기온이 서울보다 따뜻해서 구경하기 좋고녹차꽃 때문에 꼬이는 벌이 없어서 사진 찍기 최고더라고요🍃겨울에 여행하려면 가벼우면서도 보온성 확실한 룩이 중요한데,이번에는 프리미엄 애슬레저 브랜드 #위뜨 (@huit_kr )의신상 헝가리구스다운패딩 셋업과 함께 했어요👒💚요새 패딩소재의 옷들이 의류업계에서 핫하더라고요?!A라인 패딩스커트가 따뜻하면서 퀼팅디자인도 세련돼서이번 콘텐츠 제작 때 덕 좀 제대로 봤답니다여기에 바라클라바 한스푼 더하니 세상 합한 여행룩 완성✅편하면서도 예쁜 여행룩을 입으니까 여행의 질이 급상승..!녹차밭 바다전망대까지 이어지는 트래킹코스도 수월했어요 헿저처럼 운좋게도 맑은 날 녹차밭 방문하기 되셨다면꼭 전망대로 올라가서 바다&녹차밭 조합을 눈에 담아주세요📍대한다원 녹차밭동계시즌 9:00 - 17:00입장료 4000원👚크롭 푸퍼 다운 점퍼👖패딩 미니스커트🧣바라클라바#보성여행 #보성녹차밭 #보성녹차 #보성가볼만한곳 #보성애물들다 #보성디딤돌 #보물 #겨울여행지추천 #겨울여행지 #전남여행 #전남가볼만한곳 #전남여행지추천 #대한다원 #녹차밭 #대한다원보성녹차밭 #핏포먼서 #애슬라이프","['#광고', '#위뜨', '#보성여행', '#보성녹차밭', '#보성녹차', '#보성가볼만한곳', '#보성애물들다', '#보성디딤돌', '#보물', '#겨울여행지추천', '#겨울여행지', '#전남여행', '#전남가볼만한곳', '#전남여행지추천', '#대한다원', '#녹차밭', '#대한다원보성녹차밭', '#핏포먼서', '#애슬라이프']",대한다원
"(리그램) @gliese977_-푸르른 숲속을 가득 담은 자연속 힐링 감성숙소🌿푸른 생동감이 가득한 추월산,고요하고 잔잔한 감동을 머금은 담양호.따사로운 햇살,촉촉이 내리는 빗방울,소복이 쌓이는 눈 속에서숨겨진 장소를 발견하듯 낯선 장소들을 탐험한 후에,머물게 될 오롯이 쉴 수 있는 공간.낮과 밤, 산과 호수 그리고낭만이 함께하는 여행을 선사할 것입니다.대자연 속에서 누리는 특별한 힐링✨글리제977과 함께 행복한 경험을해보세요!..#담양펜션#담양여행#담양핫플#펜션추천#담양숙소#감성숙소#풀빌라펜션#스파펜션#풀빌라#커플펜션#전남여행#우정여행#힐링여행","['#담양펜션', '#담양여행', '#담양핫플', '#펜션추천', '#담양숙소', '#감성숙소', '#풀빌라펜션', '#스파펜션', '#풀빌라', '#커플펜션', '#전남여행', '#우정여행', '#힐링여행']",
광주&광주근교 크리스마스분위기 스팟 모음Zip 🎄❤️ 영상에 나오지 않은 몇몇곳도 함께 추천해드리니 저장하고 하나씩 다녀와보세요 !1️⃣ 동명동 웅이웅이 @oooo_pub ✔️ 술집 / 연중무휴 17:00-3:302️⃣ 첨단 라운지 오아이씨 @lounge_oic ✔️ 카페&브런치&술집 / 월 휴무 12:00-24:00 (중간 브레이크 타임 있음)3️⃣ 담양 까망감 @camang_gam ✔️ 카페 / 연중무휴 주말 11:00-20:00 평일11:00-19:004️⃣ 송정동 하울링 @cafe_howling_sj ✔️ 카페 &브런치 / 연중무휴 11:00-22:00(푸드종류 브레이크타임 있음)5️⃣ 동명동 미리아드 @myriadebakery ✔️ 카페 / 월화 휴무 12:30-22:006️⃣ 동명동 컴피코지 @cafe_comfycozy ✔️ 카페 / 연중무휴 11:00-22:00+ 영상에 안나온 추천 스팟🏷️ 동명동 크램드밀 브런치🏷️ 목포 석산🏷️ 장성 루몽드 917도 함께 추천드립니다 ❤️________________________#광주카페 #광주데이트 #광주가볼만한곳 #광주여행 #웅이웅이 #컴피코지 #까망감 #하울링 #oic #loungeoic #광주브런치 #광주술집 #광주핫플레이스 #전남여행 #담양여행 #담양카페 #광주크리스마스 #전남크리스마스 #크리스마스카페 #크리스마스분위기 #광주카페추천 #광주카페투어 #동명동술집 #동명동술집추천 #광주근교카페 #광주근교나들이 #광주근교드라이브 #광주근교여행 #광주근교가볼만한곳,"['#광주카페', '#광주데이트', '#광주가볼만한곳', '#광주여행', '#웅이웅이', '#컴피코지', '#까망감', '#하울링', '#oic', '#loungeoic', '#광주브런치', '#광주술집', '#광주핫플레이스', '#전남여행', '#담양여행', '#담양카페', '#광주크리스마스', '#전남크리스마스', '#크리스마스카페', '#크리스마스분위기', '#광주카페추천', '#광주카페투어', '#동명동술집', '#동명동술집추천', '#광주근교카페', '#광주근교나들이', '#광주근교드라이브', '#광주근교여행', '#광주근교가볼만한곳']",
"🧿9월에 가면 만날 수 있는 이국적인 순례길 여행🧿‘저장’해두었다가 다녀오세요😉신안 병풍도에 가시면 맨드라미와 함께산토리니같은 12사도 순례길을 만날 수 있습니다.병풍도를 기점으로 대기점도, 소기점도, 소악도까지총 네 개의 섬을 도보 및 차량으로 이동할 수 있으며베드로의 집부터 가롯 유다의 집까지성경에 나오는 12사도의 이름을 딴건축물들을 만나 볼 수 있는데요.날이 맑으면 저녁 은하수까지 완벽한이국적인 전라도 가을 여행지에요.✔️ 참고하시면 도움 될 이야기들▶️ 송도항에서 병풍도로 들어가는 배편을 이용했어요.(대기점도 등 다른 섬 배편도 있지만 송도항이 가장 무난해요)▶️ 바다 시간에 따라 섬 사이 물길이 닫히기도 하니갇히지 않게 조심하셔야 해요.▶️ 섬이라서 하나로마트가 열지 않으면 먹을게 없습니다. 식당이 있긴 한데 하필 운영안하는 날이었어요. 실제로 저희는 마트 믿고 들어갔다가 문 안열어서 쫄쫄 굶을 뻔 함..(아니 굶다 살았음)▶️ 숙소는 주민분이 운영하는 민박집을 이용하시면 됩니다.#시니플하게 ’기억에 오래남는 이야기를 기록합니다‘📌 병풍도 선착장🔍 전남 신안군 증도면 병풍리 557-3🕰️ 이전 9월 초중순 기준입니다",['#시니플하게'],
"아이들과 다녀오기 좋은 담양 여행지담양 곤충박물관 입장권(팔찌)으로 메타세쿼이아랜드도 입장 가능그 안에 어린이프로방스, 개구리생태공원, 메타세콰이어길 있는데호남기후변화체험관은 2023.12월 말일까지 임시 휴관(리뉴얼 중)추우면 실내에서 놀다, 체험하다, 구경하다 좀 날이 풀리면 야외에서 놀 수도 있어 아이들 노는 핑계 삼아 가을 메타세콰이어길 단풍도 사진 남기고 오시길~#담양곤충박물관🇰🇷전남 담양군 담양읍 담양88로 428⏰10:00~18:00✔️더 자세한 정보는 프로필 아래 ‘아델레 트래블’ 블로그 예전에 올려둠요~✔️아델레가 직접 다녀온 다른 담양 여행지도 궁금하다면#아델레트래블_담양 클릭!#아델레트래블","['#담양곤충박물관🇰🇷전남', '#아델레트래블_담양', '#아델레트래블']",담양곤충박물관
