content,extracted_tags,place
세종시에 이렇게 가볼 곳이 많다구?💚 #제작지원 세종에서 뭐할지 고민이신 분들 주목🙆🏻‍♀️하루 당일 코스로도 다채롭게 즐기기 좋았던지금 가보기 좋은 세종의 핵심 스팟 4군데 알려드릴께요!📍#아크커피 (1-2)카페 마당 한 가운데 대형 트리가 자리잡은 카페로세종에서 트리 맛집으로도 소문난 곳이에요🎄낮에도 밤에도 예쁜 트리를 볼 수 있으니크리스마스 시즌인 지금 세종카페 찾으시면 무조건 여기✨✔️주소 : 세종 장군면 월현윗길 38-15✔️영업시간 : 매일 11:00 - 21:00📍#국립세종수목원 (3-5)다양한 식물로 가득한 국내 최초의 도심형 수목원으로세종의 랜드마크로 자리잡은 곳이기도 하죠🌿요즘같이 추운 날씨에도 사계절 실내 온실에서따뜻한 나들이를 즐기기에 좋고실내 온실 뿐 아니라 야외 전통정원 등수목원 자체가 굉장히 큰 규모라 볼거리도 많았어요!✔️주소 : 세종 수목원로 136✔️운영시간 : 동절시 9:00 - 17:00 (월요일 정기휴무)✔️입장료 : 성인 5000원 / 청소년 4000원 / 어린이 3000원📍#베어트리파크 (6-8)세종에서 나들이 가기 좋은 베어트리파크도크리스마스 시즌으로 옷을 갈아 입었는데요이름처럼 이 곳에선 정말 많은 곰들을 만나 볼 수 있었어요🐻곳곳에 포토 스팟도 많고 산책로 조성도 잘 되어있어아이들도 어른들도 모두가 즐기기 좋은 장소였답니다✔️주소 : 세종 전동면 신송로 217✔️운영시간 : 매일 9:00 - 17:30✔️입장료 : 성인 12000원 / 청소년 10000원 / 어린이 8000원📍#금강보행교 (9-10)금강 위에 놓인 국내에서 제일 긴 보행 다리로이응 모양의 다리 모양이 인상 깊었던 곳전망대 위에서 보면 마치 미래도시 느낌이 들더라구요🏙️특히 노을질 때부터 밤 야경이 포인트이니방문하시게 되면 해가 넘어갈때의 시간대를 추천해요✨✔️주소 : 세종 세종동 금강보행교✔️운영시간 : 6:00 - 23:00*한국관광공사 세종충북지사(@welcome_chungbuk_sejong)와 함께했습니다.#세종 #세종여행 #세종가볼만한곳 #세종데이트 #여행코스추천 #국내가볼만한곳 #국내여행추천 #국내여행 #대한민국구석구석,"['제작지원', '아크커피', '국립세종수목원', '베어트리파크', '금강보행교', '세종', '세종여행', '세종가볼만한곳', '세종데이트', '여행코스추천', '국내가볼만한곳', '국내여행추천', '국내여행', '대한민국구석구석']",세종시
"어느새 완연한 겨울💙찬란했던 가을을 보내기에 아쉽다면?🤔더 추워지기 전에 충북의 #야경명소 에서 반짝이는 풍경을 즐겨보세요!🌆1-4단양 #수양개빛터널단양의 #야경맛집 은 역시 이 곳!🫣🌙 화려한 빛으로 꾸며져 있는 수양개 빛터널은 일제 강점기에 만들어졌다가 방치된 폐터널을 아름다운 조명으로 꾸민 곳이에요!💜쌀쌀한 날씨에 걷기에도 무리 없는 곳으로 추천💘📍충북 단양군 적성면 수양개유적로 3905-7영동 #강선대 길게 난 #산책로 따라 걸으며 야경을 즐기는 재미!😉영동의 대표 야경 맛집인 강선대는 하늘에서 내려온 선녀가 아름다운 풍경에 반해 목욕을 했다는 전설도 있답니다👀📍충북 영동군 양산면 봉곡리 756-18-10청주 #수암골청주의 야경을 밝히는 수암골!🌠 놀거리, 볼거리가 많아데이트 코스로도 좋고, 반짝이는 불빛 아래서 감성 #인생샷 도 가능!💁🌈📍충북 청주시 상당구 수암로56번길 13-6📷@lilykang@hong5213@p.shsh@yuseungchang@yyy_young1114@jiwoo._.ll0l","['야경명소', '수양개빛터널단양의', '야경맛집', '강선대', '산책로', '수암골청주의', '인생샷']",
"트로피컬🌴X고래🐋 로 채우는 여름 바이브! 국립세종수목원온실 속에서 만나는 아쿠아리움🌊🌴🐬🌲 #국립세종수목원 전시 '바다를 품은 정원' 7월 9일부터 10월 30일까지! 한곳에서 여름을 한껏 만끽할 수 있도록 수목원에 바다를 데려왔어요!  색색의 천 위에서 노니는 가오리, 거북이, 상어도 만나고 초록 바다를 누비는 돌고래와알록달록 바다 식물 사이를 거닐 수도 있어요힙한 해초로 둘러싸인 투명 진주알 속 인생샷은 필수😎또 생선뼈선인장, 블루스타고사리, 청산호, 돌고래다육 등 바닷 속 생물을 닮은 식물들이 환상적인 바다여행을 위해 기다리고 있답니다!🌊국립세종수목원 @sjnagreen _위치_세종 연기면 수목원로 136_이용시간_하절기(3월 ~ 10월) 평일/주말 09:00~18:00 (입장마감 17:00)동절기(11월 ~ 2월) 평일/주말 09:00~17:00 (입장마감 16:00)※매주 월요일, 1월 1일, 설·추석 당일 휴무_이용금액_성인 5,000원 / 청소년 4,000원 / 어린이 3,000원_주차_주차 가능(무료)✔'바다를 품은 정원' 전시 기간은 22.7.9~22.10.30입니다. 📸 다님6기 박정혜, 이철현, 한상렬 님 제공",['국립세종수목원'],
"세종러들 추억 리프팅각나온다는 교과서 박물관📚어디서도 볼수없다는 이색미쩔 박물관이라니,,,?!들어가는순간 철수와 영희가 반겨주는데ㅋㅋ으른들은 추억속의 학창시절로 아이들은 타임워프 탄듯이색적인 갬성을 느낄수있는곳이라구🙊촤르르 이어지는 교과서의 역사는 물론 전통놀이 체험도 할수있어서 이색여행코스로 딱 좋음!@@고고-📖 미래엔교과서박물관📍 세종 연동면 청연로 492-14⏰ 09:30 - 17:00✖ 월요일 휴관✔ 추석연휴 휴무-#세종여행 #세종명소 #세종가볼만한곳 #세종핫플 #세종전시 #세종박물관 #교과서박물관","['세종여행', '세종명소', '세종가볼만한곳', '세종핫플', '세종전시', '세종박물관', '교과서박물관']",
"🌈─────────────────아이와 어디가지⁉️뭐하지❕애기야가자APP📱에는전국 2만여 곳의 아이와 갈만한 곳이 소개되어 있어요!지금 바로 확인하세요😎─────────────────국립세종수목원에대형 18미터 대형 핑크퐁이 떴다 !아이들이 좋아하는 핑크퐁과 사진도 찍고멸종위기종 구상나무 알리기에도 함께해요 !#국립세종수목원[이용안내]▪️세종 수목원로 136▪️044-251-0001@sjnagreen @pinkfong.ko ▶운영시간매일 09:00 - 17:00 *월요일 휴무▶주차가능▶대여가능물품유모차, 휠체어, 폴라로이드 카메라(평일)휴대용 선풍기(여름)휴대용 손난로(겨울)▶보행약자 전기버스 무료 관람가능-온라인 예약 ▶핑크퐁 꿈의 정원2022.10.28 - 12.31 #애기야가자#애기야가자세종#아이와나들이 #수목원","['국립세종수목원[이용안내]▪️세종', '애기야가자', '애기야가자세종', '아이와나들이', '수목원']",
대구사는 나를 세종시까지 가게 만든핑크뮬리 메타나무 팜파스 이스터국화가 모두있는 풍경Collaboration of purple pink meta tree n pampas#조치원 #보라보라 #팜파스 #메타세콰이어숲 #아스타국화 #세종가볼만한곳 #색감맛집 #알록달록 #색감보정 #세종여행 #핑크뮬리🌸 #벨비아 #메타세콰이어 #colorpink #purple💜 #colorpurple #purplepurple #colorful #vivid #velvia #purpleflowers #pinkmuhly,"['조치원', '보라보라', '팜파스', '메타세콰이어숲', '아스타국화', '세종가볼만한곳', '색감맛집', '알록달록', '색감보정', '세종여행', '핑크뮬리🌸', '벨비아', '메타세콰이어', 'colorpink', 'purple💜', 'colorpurple', 'purplepurple', 'colorful', 'vivid', 'velvia', 'purpleflowers', 'pinkmuhly']",세종특별자치시
"✨드디어 일정떴다는 제 1회 세종 빛축제 대공개✨겨울이면 꼭 봐야하는 그 축제가 드디어 세종에서 펼쳐지는거 실화냐,,👀영롱한 불빛들에 보기만 해도 두근세근😍조형물, 미디어아트전시, 미디어 파사드, 버스킹, 크리스마스 마켓까지 와르르 쏟아지는 볼거리에이미 연말 준비 완료다ㅋㅋ@@갬성적시러 고고-🎄 2023 세종 빛 축제📍 세종특별자치시 이응다리 및 금강수변 일원 (보람동)📆 12/2 ~ 12/31까지 예정!🧡 이해를 돕기위해 태안 빛 축제 사진을 사용했습니다!-#세종여행 #세종핫플 #세종가볼만한곳 #세종축제 #세종빛축제 #빛축제","['세종여행', '세종핫플', '세종가볼만한곳', '세종축제', '세종빛축제', '빛축제']",
"#제작비지원 @ktosejong🌿실내온실에서 즐기는 트로피컬 아쿠아리움🐬에어컨이 나오는 국내 최대 유리온실이 있는✨국립세종수목원으로 팸투어를 다녀왔어요✨실내온실이 돔 형태의 통유리를 가진 곳이라푸른 하늘이 시원하게 바라보는 곳이었어요!그리고 무엇보다 에어컨이 진짜 빵빵합니다그래서 실내온실을 시원하게 즐길 수 있어요국립세종수목원은 하늘이 보이는 돔형태라서마치 비눗방울 속에서 여행을 하는 기분이었고전망대에서 바라보는 초로색 풍경도 이색적이라뭔가 해외에 있는 식물원에 간 기분이었어요🌿📌우영우가 생각나는 특별 전시회 ‘바다를 품은 정원’식물원에서 아쿠아리움?!을 보는 것 같았어요!곳곳에 바다 속 물고기, 고래 모형 포토존부터돌고래 모양의 잎이 매력적인 돌고래 다육까지바다의 모습을 식물원에서 즐길 수 있습니다!🌊국립세종수목원 @sjnagreen 위치_세종 연기면 수목원로 136이용시간 : 매일 09:00~18:00, 월요일 휴무이용금액 :  성인 5,000원 / 청소년 4,000원 / 어린이 3,000원✔'바다를 품은 정원' 전시 기간은 22.7.9~22.10.30입니다.✔ 해당 활동은 ‘다님 6기’활동으로 제작된 콘텐츠입니다.",['제작비지원'],국립세종수목원
"달빛 아래 호수🌙세종호수공원은 공원 자체도 잘 조성되어 아름답지만, 공원에서 바라보는 도시의 야경이 정말 아름답습니다.초승달이 예쁘게 떠 있던 9월의 첫날 저녁, 달빛과 함께 빛나는 세종시의 반영을 담아 보았습니다.** 호수공원의 습지섬 근처를 쭉 걸으면 야경을 감상하기 정말 좋습니다.** 바람이 없는 날 찾아가야 반영을 담으실 수 있습니다.2022 / SejongH&Y Soft GND16 FilterNikon Z7 + Zeiss Loxia 25mm F2.4#세종시 #어진동 #나성동 #세종호수공원 #세종수목원 #금강보행교 #세종특별자치시 #세종청사 #세종가볼만한곳 #세종여행 #대한민국구석구석 #여기니콘과함께 #니콘in세종 #니콘Z7","['세종시', '어진동', '나성동', '세종호수공원', '세종수목원', '금강보행교', '세종특별자치시', '세종청사', '세종가볼만한곳', '세종여행', '대한민국구석구석', '여기니콘과함께', '니콘in세종', '니콘Z7']",세종특별자치시
📌세종 대형카페 #이도커피• 세종 금남면 금남구즉로 152• 매일 10:00 - 22:00• L.O 21:00• 주차장 있음#밍도리대전 #밍도리대전근교 #밍도리세종,"['이도커피•', '밍도리대전', '밍도리대전근교', '밍도리세종']",대전
"도시X자연 힙함 말해 뭐해😎트래블리더가 직접 다녀온 #세종 여행 코스 저장📁하고싱그러움 가득💚 머금은 도심 속 핫플로 떠나요~🏃📍트래블리더 세종 여행 1박 2일 코스(첫째 날) 국립 세종 수목원 - 금강 보행교 - 영평사 - 방축천 음악 분수(둘째 날) 정부 세종청사 옥상정원 - 대통령 기록관 - 카페 에브리 선데이🌿#국립세종수목원(1,2,4)온실 속에서 즐기는 아쿠아리움🌴🐬 현재, 국내 최대 규모의 유리온실 속에서 펼쳐지는 전시🖼️#바다를품은정원 (~11.27)이 진행 중입니다.🏃#금강보행교(3)세종시를 대표하는 랜드마크✨ 한글이 반포된 1446년을 기념하여 제작된 1,446m 둘레의 다리는'ㅇ'자 형태의 모양이 특징이랍니다👀🍀#정부세종청사옥상정원(5)계절마다 다른 모습을 간직한 옥상정원🍃 총 15개의 건물에 걸쳐 조성된 정원에는 테마별 공간을 비롯한 다양한 식물이 식재되어 있습니다.※현재 일부 구간만 개방되고 있으며, 사전 예약이 필요합니다. 자세한 사항은 공식 홈페이지를 참고해주세요.🖊️#대통령기록관(6)대한민국 역대 대통령을 만나다📖 역대 대통령의 사진, 영상, 집기 등을 수집, 관리하는 공간으로전시를 통해 역대 대통령을 만나고 소통할 수 있는 공간입니다. 📸트래블리더 14기 강정훈, 김수연, 박지원, 박지현, 이유빈, 정지혜 님 제공","['세종', '국립세종수목원(1', '바다를품은정원', '금강보행교(3)세종시를', '정부세종청사옥상정원(5)계절마다', '대통령기록관(6)대한민국']",
"가을과 크리스마스가 공존하던, 세종 아크커피🎄🌾크리스마스 트리 보러 다녀온 곳이였는데 가을 볕과도 잘 어울리던 세종 카페 아크커피.아크커피 트리도 밤에 봐야 예쁜줄 알았는데 알록달록한 사탕같은 색감에 낮에 봐도 너무 예쁜 트리였답니다.아직 지지 않은 억새랑 조합도 너무 예뻐 낮에 다녀올까 말까 고민하시는 분들께 낮에 보기 예쁜 트리로 강력추천 드리고 싶어요!딸기케이크는 없어서 아쉬웠는데 대신 시킨 크로플도 너무 맛있고, 겨울 한정 시즌으로 나오는 뱅쇼도 너무 따뜻하고 맛있었답니다🍷♥️🎄아크커피 (@arccoffee__ )📍세종 장군면 월현윗길 38-15 아크커피🕰️11:00-21:00🚘주차공간 O🐶반려동물 동반 가능#세종여행 #세종맛집 #세종카페 #아크커피 #세종크리스마스 #청주근교 #청주근교카페 #세종시카페 #세종가볼만한곳 #세종데이트","['세종여행', '세종맛집', '세종카페', '아크커피', '세종크리스마스', '청주근교', '청주근교카페', '세종시카페', '세종가볼만한곳', '세종데이트']",세종시
한옥 x 크리스마스트리 🎄이 조합 찬성이요 ❤️#만나밀베이커리 @mannamill_sejong 📍세종특별자치시 고운한옥1길 8 🚗 큰 주차장 있음⏰ 10:00 ~20:00 (라스트오더 19:00)❌ 정기휴무 : 화요일❤️ 포토존에 머리띠와 안경 소품도 있어요With @rimrim_87 ..#세종만나밀 #만나밀한옥카페 #세종카페 #세종카페추천#세종시카페 #세종핫플 #세종시핫플 #세종트리카페#세종시크리스마스 #세종시여행 #세종여행,"['만나밀베이커리', '세종만나밀', '만나밀한옥카페', '세종카페', '세종카페추천', '세종시카페', '세종핫플', '세종시핫플', '세종트리카페', '세종시크리스마스', '세종시여행', '세종여행']",
"🍁1년에 딱 한번 열린다는 세종 단풍축제 일정 대공개!!🍂10/21~11/5 열릴 예정이래!길따라 이어진 단풍+은행 길에 사부작사부작 걷는 소리마저 갬성 낭낭함,,💛귀욤뽀짝한 곰돌이부터 가을 꽃까지 하루 힐링산책코스로도 딱 좋아서 필수코스라구😍@@가야지-🍁 베어트리파크📍 세종 전동면 신송로 217⏰ 09:00 - 18:00 [입장마감시간 16:30]✖ 연중무휴📆 10/21 ~ 11/5 까지 가을단풍축제!!-#세종여행 #세종가볼만한곳 #세종핫플 #세종산책 #단풍낙엽산책길 #베어트리파크 #세종나들이","['세종여행', '세종가볼만한곳', '세종핫플', '세종산책', '단풍낙엽산책길', '베어트리파크', '세종나들이']",
"국립세종수목원(@sjnagreen)은 국내 최대 규모 유리온실인 사계절온실과 한국전통정원, 분재원을 보유하고 있는 수목원입니다.🌿 국내 최초의 도심형 국립수목원으로 규모는 축구장 90개 면적에 달하는데요. 오는 9월 23일(토)까지 국립세종수목원 야간개장 '수목원 특별 夜행'도 진행합니다. 운영시간은 매주 금, 토요일 밤 9시 30분까지 관람 가능하니, 관심 있는 분들은 참고해 주세요.☑️📸 sumni_hada @rinni1_",[],
크리스마스가 가득 찾아온 세종시 아크커피🎄♥️작년에 예쁜 트리로 많은 사랑을 받았던 세종시 아크커피에 올해도 예쁜 트리를 설치하셨다고 하셔서 호다닥 다녀왔어요.트리만 있어도 예쁜데 올해는 더 풍부한 크리스마스를 위해 창가쪽에 예쁜 리스도 설치하고 계시다고 해요!더 많은 사진과 정보는 피드에 올려볼게요🎄♥️📍세종 아크커피(@arccoffee__ )#세종카페 #세종여행 #세종가볼만한곳 #세종크리스마스 #아크커피 #세종시카페,"['세종카페', '세종여행', '세종가볼만한곳', '세종크리스마스', '아크커피', '세종시카페']",
(리그램) 모든 대표님들은 가성비를 원합니다👀인스타마케팅 한지 벌써 5년째 입니다@gogoinsta_official 👈 대표계정전국에 많은 대표님들과 함께 하고 있습니다👌맡겨주신분들에게 칭찬을 들었을때 보람도 있었습니다😍내 매장은 매일 검색하는 사람들에게 보여야 합니다확실한 결과물 보여드립니다👍📍이벤트 중 📍인기탭 📍자동완성어📍업종에 맞는 해시태그 선별 📍인기게시물📍릴스💥 상담은 무료입니다~✨ 카톡 gogo35☎ 전화 010-6448-8900..#세종카페#세종술집#세종카페추천#세종피부관리#세종왁싱#세종펜션#세종대형카페#세종여행#세종맛집#세종핫플#세종카페거리#세종숙소 (리그램),"['세종카페', '세종술집', '세종카페추천', '세종피부관리', '세종왁싱', '세종펜션', '세종대형카페', '세종여행', '세종맛집', '세종핫플', '세종카페거리', '세종숙소']",
