content,extracted_tags,place
"내일부터 억새축제시작✨지금부터 쭈-욱 절정인 억새스팟🌾축제기간에는 차가 아주 많이 막히니 아침 일찍 다녀오시길 추천드려요🏃🏻‍♀️산 전체가 거의 억새군락지라서 정상까지 올라가지 않아도 억새는 실컷 볼 수 있어요⛰️경사가 심한 편이 아니라 아이들도 충분히 올 수 있음! 📍#황매산군립공원 🎟무료입장🚗주차 4시간 기준 3,000원1️⃣“정상주차장”이 제일 가까워요2️⃣“은행나무 주차장” 두번째로 가까운 주차장이에요!여기에 주차시 주차장에서부터 등산시작,,(축제기간에는 주차가 힘드니 차라리 여기가 나을 수 있어요!)👗 초입부터 중간까지는 경사가 심하지 않아서 힘들지 않아요! 저도 치마입고 갔어요! 대신에 정상까지는 안감,,ㅎ 🍁황매산 억새축제(10.21~10.29) -홈페이지에서 개화현황 확인가능▪️먹거리판매, 야외데크에서 먹을 수 있어요. 단풍이 보이는 곳이라 아주 예쁌🍂📆2023.10.14 오전 9시 방문",['황매산군립공원'],
"#gift @anoetic_kr 남해금산 하산하고 들렸던 다랭이마을~~🩵🤍이런 곳이 있었다니,,!! 마을도 예쁘고 남해바다 힐링 한가득😌 산도 예쁘지만 간만에 푸른 바다보니 참 좋더라고요,, 역시 산이랑 바다는 늘 최고!!! 다랭이마을은 봄에 유채꽃 피면 엄청 예쁘다던데 꼭! 봄에 다시 가야겠어요🌼다랭이마을은 아노에틱 숏패딩과 함께했어요:) 숏패딩이 또 요즘 트렌드 아니겠어요!!? 디자인이 넘 귀여운 패딩점퍼🐻🤎소매 탈부착이 가능해서 베스트로도 변신 가능해요! 무엇보다 웰론 소재라 가볍고 따뜻해요,, 귀여운 패딩 입고 주말 나들이 가야지~~~#아노에틱 #anoetic #겨울패딩 #패딩 #아노에틱패딩 #숏패딩","['gift', '아노에틱', 'anoetic', '겨울패딩', '패딩', '아노에틱패딩', '숏패딩']",다랭이마을
"따라가기만하면 되는 구례여행 갓.벽.코.스 🙈🖤언제가도 좋은 전남 구례여행, 여느 지역보다 더 힐링되는 곳!저장해두시고 구례여행 때 꼭 참고해보세요 🫡 #제작지원1️⃣~3️⃣ 섬진강 재첩국수명불허전 구례 맛집, 재첩 가득한 국수에 매콤한 전병까지 곁들이면 천국,, 2층에서 먹으면 섬진강뷰가 정말 좋아요! 볕이 잘 들어 따뜻하게 먹을 수 있답니다 🩶 +주말엔 웨이팅 있을 수 있어요!- 전남 구례군 토지면 섬진강대로 4276- 09:00 ~ 19:00 / 목휴무4️⃣5️⃣ 바꿈살이구례에 이런 감성이,? 바다 건너 온 다양한 소품들이 가득가득, 지갑 사수 잘 해야하는 이색 소품샵입니다 🙈 우체국을 개조한 외관 또한 포토스팟으로 딱이예요 !- 전남 구례군 문척면 수달생태로 268-7 - 12:00 ~ 17:00 / 화휴무6️⃣7️⃣ 카페 안음안음이라는 작은 마을에 위치한 조용한 카페, 고양이들이 뛰어노는 모습을 보며 차와 커피를 즐길 수 있어요! 날이 좋으면 정원 테라스를 이용해도 너무 예쁠듯한 곳 💫 +바스크치케 맛집,,!!- 전남 구례군 간전면 안음길 35 1층- 11:00 ~ 18:00 / 화휴무8️⃣~🔟 섬진강 어류생태관기대없이 갔다가 푹 빠져나온 곳, 왕큰 수조&체계적인 관람코스!섬진강에 살고 있는 어류를 세세히 알 수 있어요 🐟 아가들이 정말 좋아하는 곳 😉 물고기 밥주기 체험 + 보기 힘든 귀여운 수달체험까지 할 수 있는 곳이랍니다 !- 전남 구례군 간전면 간전중앙로 47- 09:00 ~ 18:00 / 월휴무 *위 네 곳은 차로 10-20분 거리랍니다 🖤✔️그 외 구례 가 볼만한 곳쌍산재, 천은사, 무우루, 지리산치즈랜드, 섬진강대숲길, 가마솥소머리국밥, 목월빵집, 삼성궁(하동)올 겨울엔 힐링되는 구례 여행 어떠세요 😳💛💛--",['제작지원1️⃣~3️⃣'],구례
"#남해여행 🌼#남해은행 💛ㆍ아직도 #가을 #은행나무 맛집인#삼동초등학교 🏫#나어디있노~~랑 #나찾아봐라 💃ㆍ와~~~해마다가도갈때마다 반하고마는🥰 😍어쩜, 이리도 곱게 물들었나요🤗늦게까지 #가을 을 볼수있는#남해 ㆍ줄지어 선 총7그루의 열매 안열리는 나무아래흔들그네, 테이블,의자까지 #동심 자극이러니 반해요,안반해요.💛ㆍ#남해솔섬일출 찍고 학생들 등교안하는 토욜#드론촬영 2023.11.25.ㆍ#남해  #드론촬영 #드론사진 #드론셀카 #경남여행 #남해가볼만한곳","['남해여행', '남해은행', '가을', '은행나무', '삼동초등학교', '나어디있노~~랑', '나찾아봐라', '가을', '남해', '동심', '남해솔섬일출', '드론촬영', '남해', '드론촬영', '드론사진', '드론셀카', '경남여행', '남해가볼만한곳']",
남해금산🧡진짜 가보고 싶었던 산중에 하나인 남해금산!-! 너무 예뻐요🤍상사바위에서 보는 여명과 남해바다 전경은 말이필요없쥬😌보리암도 예쁘지만 개인적으로 상사바위가 최고같아요!!!!!!!쌍홍문은 별 감흥 없었는데 사진 찍고보니 예쁘더라고요..???👀 남해금산은 코스도 힘들지도 않고 힐링하기 좋은 산인거 같아요! 날 따뜻했을 때 오면 진짜 더더더더! 좋을거 같더라고요:)겨울 지나고 따스한 봄 오면 꼭~~~~다시 가야지💛🤍@ssonny.like_ 쏘니야 봄에 금산산장으로 라면 무러 가보까?🍜📍등산코스 : 두모 주차장 - 부소암 - 헬기장 - 상사바위 - 금산산장 - 정상 - 보리암 - 쌍홍문 - 도선바위 - 금산 주차장(5.8km)⏰ 소요시간: 4시간 30분 내외#남해금산 #보리암 #일출산행 #산스타그램 #쌍홍문 #등산,"['남해금산', '보리암', '일출산행', '산스타그램', '쌍홍문', '등산']",남해금산
"#광고 #고성워케이션 #바다공룡 #여행은살아보는거야 <1일차>1. 부산사상터미널 => 고성 2시간 소요. 지훈님 @jihoon_bb 저희 다음엔 같이 가요..2. 경주님이 뚝딱 차려주신 스파게티와 감자 요리 (진짜 맛있었음)3. 듀엣곡 혼자 부르기. 2개의 자아가 사는 나 .. <2일차>4. 아침 동네 산책 - 마침 장날이라 시장 구경, 새로 오픈한 동네 북카페 퍼슈어리 @pursue.ry 구경5. <클래스 체험> 유리공예 클래스. 클래스 선생님 화니님도 자격증 부자였는데, 각자 딴 자격증, 앞으로 따고 싶은 자격증 이야기함. 유리공예 중 먹은 점심 동네 중국집 짬뽕 양 진짜 많이 주심.6. <공유 오피스> 작년에 이어서 올해도 또 왔습니다... 일 제일 많이 하는 사람 = 나 7. 요리는 빠르게 - 10분 안에 요리 & 청소 끝 + 와인 잔에 초록매실 먹으면 살짝 와인 같고 초록매실 풍미가 장난 아님 ..<3일차>8. <로컬 체험> 매니저 슬기님과 함께하는 남산 아침 산책. 여행은 살아보는 거야~ + 다 같이 장보고, 경주님이 우리에게 만들어주신 점심 (메뉴는 소고기 카레) 9. 바리바리 싸 들고 온 부침가루로 만든 바삭함 끝내주는 감자전 + 막걸리 + 화니님의 베스킨라빈스 4가지 맛은 최고였음 (뉴욕 치즈 케익 + 민초 + 피스타치오 + 애플샤베트) 10. 마지막 날, 가다가 1인 식사 가능한 곳에서 밥 먹고 (좋은 식당)  추천받은 커피 맛집 (밀리커피) @milli_coffee_ 에서 커피 마시기고성 워케이션 바다공룡팀 @dinosea_official 의 초대로 다녀왔습니다. 덕분에 알차게 잘 놀다 갑니다. 내년에 또 올게요!#워케이션 #경남고성여행","['광고', '고성워케이션', '바다공룡', '여행은살아보는거야', '워케이션', '경남고성여행']",고성바다
"40년이 넘는 목장의 역사와 자연을 간직한 곡선형의 건축미가 돋보이는 양산 카페, 성림목장상세한 설명과 사진은 피드로 소개합니다. * 가오픈은 12/05일 화요일,@pdmpartners 의 도슨트 투어로 다녀왔습니다. 카페 #성림목장 @sunglim_mokjang • 경상남도 양산시 동면 사배1길 106-9 • 평일 11:00 - 18:00, 주말 11:00 - 20:00",['성림목장'],
#염씨표류기 x #하동 하동에서 이곳은 필수!!🍁🍁오늘 다녀온하동의 삼성궁입니다삼성궁은 하동여행에서 빠질 수 없는 여행지인데요여름에만 예쁜줄 았았는데가을을 품은 모습이정말 아름답더라고요😍지금 제일 예쁠 때인거 같으니하동에 가신다면 꼭 방문해보세요!!🙌<삼성궁>📍경남 하동군 청암면 삼성궁길 86-15🍯Tip🔸일반 8000원🔸매일 8:30-16:30🔸아주 약간의 등산(?)이 필요합니다,"['염씨표류기', '하동']",삼성궁
뮤비에 들어온 거 같은 이 풍경!당장이라도 보아 아틀라티스 소녀 부르면서달려나가고 싶잖아?!🍁가을날씨에 즐기러 가기 딱! 좋은 창녕 고분!🍁현재 남아있는 창녕 내 고분의 갯수는🌳🌳300개가 넘는다고..ㄷㄷ최근 유네스코 세계유산에 등재까지됐다고 하니..!!어서 달려가 보는 거 추천입니닷!!@초록초록킬러 태그 ㄱㄱ!!#창녕 #고분#부산오빠_고분 ✅경남 창녕군 창녕읍 교리#창녕 #부산가볼만한곳 #부산근교 #창녕가볼만한곳 #창녕고분 #경남가볼만한곳 #낙원 #가을여행 #유네스코 #세계유네스코 #경상남도 #경남여행 #아틀라티스소녀,"['창녕', '고분', '부산오빠_고분', '창녕', '부산가볼만한곳', '부산근교', '창녕가볼만한곳', '창녕고분', '경남가볼만한곳', '낙원', '가을여행', '유네스코', '세계유네스코', '경상남도', '경남여행', '아틀라티스소녀']",
"남해판 일본st 감성 낭낭하다는 노천탕 료칸숙소🌅역대급 일본현지 느낌 낭낭해서 일본여행온줄,,🙊촤르르 펼쳐지는 탁트인 오션뷰+야외 노천탕까지조합으로 진심 폼 장난없다,,💙노곤노곤 피로 싹 풀고 불멍에 일식 최고급코스요리까지 레전드 힐링 풀코스👍 쌀쌀해지는 날씨에 가야할 이유 생김 ㅋㅌ@@-🌅 호텔치유📍 남해군 서면 남서대로 1965-54⏰ 오후 4시 체크인📞 0507-1329-9956-#창원근교 #경남여행 #경상도여행 #남해호텔 #남해데이트 #숙소추천","['창원근교', '경남여행', '경상도여행', '남해호텔', '남해데이트', '숙소추천']",
"#카페_🍊오늘 정식 오픈한 유럽감성 가득한 초신상 대형카페💛야외 꽃분수는 물론 카페 자체가 유럽느낌 가득 담겨있어서 어디서 찍어도 포토존✨밖은 절벽뷰?! 이건 또 유니크하죠👀인테리어 소품들도 넘 예쁘고 베이커리는 12월까지 매주 1종씩 추가로 신메뉴를 오픈한다고 하니 그것도 기대된다구요🤍🤍반려동물 동반 가능인데다 댕댕이들을 위해 야외 캐노피 설치까지 했다는데 센스있는 사댱님이 여기두..😌거제도 간다면 넘 넘 추천드리는 카페입니당🫶신상카페 놓치지 말고 얼른 얼른 다녀오세요오💕 *카페로 가는 길이 좁고 오르막길이라 초보운전은 조심히, 천천히🫶📍메리클리프- 경남 거제시 연초면 소오비1길 29-26 - 매일 10:00~21:00- 브런치 10:00~15:00- 예스 키즈(2층 노키즈), 예스 펫존(야외 가능)- 주차 가능",['카페_🍊오늘'],거제도
"#달님 🌝달님을 만나고 소원을 빌어요 🥰야경이 아름다운 진주 !! 유등 축제가 끝나서도 색색의 유등과 아름다운 야경을 언제든지 만나 볼 수 있다고 해서 달려가 보았습니다 !😆야경 뿐 아니라 단풍도 아름답고 무엇보다 진주 냉면 (육전이 들어간 )그리고 육회비빔밥, 소고기 맛집이 많은 진주예요ㅎㅎㅎ😊볼거리 먹거리 다 가득 찬 진주 투어 소개해 볼께요 !🥰.🧡#진주 #진주성 경남 진주시 본성동매일 05:00 – 23:00주차 ㅇ (공용 주차장 이용 ).🧡#촉석루 경남 진주시 남강로 626🎈달포토존은 촉석루쪽이예요! 촉석루쪽은 주차장이 없어서 진주성 입구에 대고 10분 정도 걸으시면 됩니다 !.🧡#경상남도수목원 경남 진주시 이반성면 수목원로 38609:00 – 17:00 (동절기) 월요일 휴무입장료 어른 1500원 청소년 1000원 어린이 500원 주차 화장실 ✔️지금 메타쉐콰이어가 너무 이쁘게 물들었어요😆.🧡#진주남강유등전시관 경남 진주시 망경로 207 10:00- 22:00 월요일 휴무 단체 이용 가능, 남/녀 화장실 구분, 무선 인터넷, 대기공간, 주차🧡#유등만들기체험 하루 2시 4시 두 번 가능 ! (미리 신청 )유등전시관에서 합니다 !!어린이부터 어른까지 다양한 연령이 즐길 수 있도록 쉽지만 예쁨 !! .🧡#소망진산유등테마공원경남 진주시 망경동 163-13유등전시관 뒤편에서부터 이어지는 곳으로 일몰도 이쁘고 밤도 너무 이쁨 .🧡#진주K기업가정신센터경남 진주시 지수면 지수로 482기업가 정신에 대한 대국민 인식 확산과 체계적인 교육인프라를 구축#지수초등학교 #부자송 #경의카페 그리고 이 앞에 #삼삼식당 !!!갈치조림 뿐 아니라 밑반찬도 다 맛나요 !!밥도 먹고 #지수승산부자마을 한바퀴 산책 !!!우리나라 10대 기입 회장님들이 태어나고 자란 동네인 만큼 기운 받기 !!.귀여운 하모가 있는 진주!!!너무 아름다워 또 가고 싶네요!🥰*제작지원 @jinjucity ...with. @kimvo97 🌝#진주여행 #진주가볼만한곳 #진주야경 #경남여행 #경남가볼만한곳","['달님', '진주', '진주성', '촉석루', '경상남도수목원', '진주남강유등전시관', '유등만들기체험', '소망진산유등테마공원경남', '진주K기업가정신센터경남', '지수초등학교', '부자송', '경의카페', '삼삼식당', '지수승산부자마을', '진주여행', '진주가볼만한곳', '진주야경', '경남여행', '경남가볼만한곳']",진주시 진주성
"함양에도 있잖함😎 롤러코스터 같은 단풍 모노레일 등장🍁🎢 경남 #함양대봉산휴양밸리 #모노레일#대봉산 정상까지 슝슝💨 총 길이 3.93km의 레일 위에서 느끼는 짜릿함😆정상에서는 짚라인 체험도 가능하니👀 절정을 맞이한 가을풍경을 듬뿍 누려보세요.🎢함양대봉산휴양밸리 모노레일_위치_경상남도 함양군 병곡면 병곡지곡로 331_이용시간_9:30~16:30※매주 화요일, 1월 1일, 설·추석 연휴에는 휴장합니다.※매월 마지막 주 화, 수요일은 정기 안전 점검일입니다._이용요금_성인 15,000원 / 청소년 12,000원 / 유아, 어린이 10,000원_주차_자체 주차장 이용✔️기상상황 및 현장상황에 따라 운영이 제한될 수 있습니다.✔️22년 10월 말 촬영된 영상들입니다.📷 @bongja_family, @h_seo_k_79 님 제공","['함양대봉산휴양밸리', '모노레일', '대봉산']",
".꿈과 希望을가슴에품고언제나 떠날수있는自由로운 영혼카메라에 人生을 담고 떠나는 안나푸르나입니다.‐--------------------------------------☀️🌍🌐⛅️☃️🏞🚗⛈️✈️⏰️☔️📸@kto9suk9suk @visitkorea_travel-----‐--------------------‐------------보이는 모든것이 가을이다.하늘도구름도 당신도가을속에 머물러있다....참 좋은 가을날Beautiful Day,Beautiful Life....#경상남도 #창원#창원시#내수면환경생태공원 #진해여행#진해핫플#진해가볼만한곳#경남여행#캐논코리아#가을로물든프레임#캐논이미지스토밍#사진에미치다#오빠랑여행갈래#풍경스타그램#여행스타그램#대한민국구석구석#풍경사진#canonkorea#korealandscape#eosR5#rf1535mm","['경상남도', '창원', '창원시', '내수면환경생태공원', '진해여행', '진해핫플', '진해가볼만한곳', '경남여행', '캐논코리아', '가을로물든프레임', '캐논이미지스토밍', '사진에미치다', '오빠랑여행갈래', '풍경스타그램', '여행스타그램', '대한민국구석구석', '풍경사진', 'canonkorea', 'korealandscape', 'eosR5', 'rf1535mm']",진해내수면 환경생태공원
"💛거창 황금빛으로 물드는 가을동화st 은행나무길💛노랑노랑을 넘어 황금빛물결 대박적,,🍂폭신폭신 존예로운 옐로우카펫길걷기만 해도 그림같은 인생샷 득템 각✨@@은행명소 클라스 답다💛-💛 #의동마을📍 거창군 거창읍 학리-#거창여행 #단풍명소 #은행나무길 #은행나무명소 #가을포토존 #가을여행지 #경남여행 #창원여행","['의동마을📍', '거창여행', '단풍명소', '은행나무길', '은행나무명소', '가을포토존', '가을여행지', '경남여행', '창원여행']",
